v1,v3,v4,v5,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v22,v23,v24,v25
12378,2,0.5,-0.5,-2,-2,-1,0,0.5,1.5,875000,0.5,850000,-0.5,0.5,898002,969842,826162,24812552,61,229,1
12379,2,0.5,-0.5,-2,-2,-1,0,0,1.5,335000,0,225567,-0.5,0.5,379051,432118,352517,24769770,90,230,0
12380,2,2,-0.5,-2,-2,-1,0,0.5,1.5,1225000,0.5,522498,-0.5,0.5,1073950,1267261,912858,89458607,80,231,1
12381,2,0.5,-0.5,-2,-2,-1,0,0.5,1.5,265000,0.5,155053,1.5,0.5,275451,297487,247906,24785294,66,231,1
12382,2,0,-0.5,-2,-2,-1,0,0,1.5,787000,0,600000,-0.5,0.5,604911,677500,538371,24746584,94,231,1
12383,2,-0.5,-1.5,-2,-2,-1,0,0,1.5,145000,0,100000,-0.5,0.5,157958,176913,135844,24796478,89,120,1
12384,2,-0.5,-0.5,-2,-2,-1,0,0,1.5,470000,0,225331,-0.5,0.5,454009,494870,404068,24783107,90,231,1
12385,2,-0.5,-0.5,-2,-2,-1,0,0.5,1.5,188000,0.5,33847,-0.5,0.5,216760,251442,184246,24780985,114,231,1
12386,2,0,-0.5,-2,-2,-1,0,-0.5,1.5,483000,-0.5,77053,0.5,0.5,381735,427543,335927,24762355,48,231,0
12387,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,258000,-0.5,113455,-0.5,0.5,349752,398717,304284,24758663,96,232,1
12388,2,0.5,-0.5,-2,-2,-1,0,0,1.5,1090000,0,405635,-0.5,0.5,832506,974032,715955,24810281,96,232,1
12389,2,-0.5,-0.5,-2,-2,-1,0,0.5,1.5,228000,0.5,221000,-0.5,0.5,275969,320124,237333,24783923,89,232,1
12390,2,0.5,-0.5,-2,-2,-1,0,0.5,1.5,995000,0.5,476388,-0.5,0.5,964770,1051599,848998,24747655,84,232,1
12391,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,308000,-0.5,108731,-0.5,0.5,309114,330752,281294,24776725,97,232,1
12392,2,1,-0.5,-2,-2,-1,0,-0.5,1.5,800000,-0.5,714000,2,0.5,718554,804780,639513,24811453,85,232,1
12393,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,380000,-0.5,172043,-0.5,0.5,355841,402100,320257,24770195,108,232,1
12394,2,-0.5,-0.5,-2,-2,-1,0,0,1.5,565000,0,380000,-0.5,0.5,423245,469802,380921,24776361,74,232,0
12395,2,0.5,-0.5,-2,-2,-1,0,-0.5,1.5,391000,-0.5,161951,-0.5,0.5,392440,439533,357120,24741933,54,232,1
12396,2,0.5,-0.5,-2,-2,-1,0,0,1.5,804000,0,603000,-0.5,0.5,781001,835671,695091,24764547,95,232,1
12397,2,0,-0.5,-2,-2,-1,0,0.5,1.5,278600,0.5,285000,-0.5,0.5,323428,359005,287851,24786083,92,232,0
12398,2,1.5,-0.5,-2,-2,-1,0,1,1.5,1500000,1,479760,-0.5,0.5,1385017,1606620,1204965,24746955,92,232,0
12399,2,0.5,-0.5,-2,-2,-1,0,-0.5,1.5,32500,-0.5,116280,2,0.5,282823,316762,246056,24787905,76,232,1
12400,2,0.5,-0.5,-2,-2,-1,0,0.5,1.5,299000,0.5,501740,-0.5,0.5,800885,864956,744823,24814013,42,232,0
12401,2,1,-0.5,-2,-2,-1,0,-0.5,1.5,470000,-0.5,99062,-0.5,0.5,411331,481257,353745,24750149,99,233,0
12402,2,1.5,-0.5,-2,-2,-1,0,-0.5,1.5,895000,-0.5,861852,1,0.5,910174,1010293,800953,24820055,20,233,1
12403,2,-0.5,-1.5,-2,-2,-1,0,0.5,1.5,129000,0.5,50000,-0.5,0.5,0,0,0,111401317,0,233,0
12404,2,1,-0.5,-2,-2,-1,0,0.5,1.5,1112500,0.5,962370,-0.5,0.5,951460,1037091,865829,24746514,104,236,0
12405,2,2,-0.5,-2,-2,-1,0,0.5,1.5,420000,0.5,177622,2,0.5,609742,701203,530476,82835367,101,236,1
12406,2,1.5,-0.5,-2,-2,-1,0,0.5,1.5,160000,0.5,168300,-0.5,0.5,370615,418795,326141,24796760,104,236,1
12407,2,-0.5,-0.5,-2,-2,-1,0,1,1.5,325000,1,44505,-0.5,0.5,334652,368117,307880,24777730,90,236,0
12408,2,0.5,-0.5,-2,-2,-1,0,0.5,1.5,540000,0.5,525000,-0.5,0.5,511506,608692,429665,24814344,39,2299,0
12409,2,2,-0.5,-2,-2,-1,0,0.5,1.5,1150000,0.5,1020000,2,0.5,1176807,1376864,964982,82842592,59,236,1
12410,2,1.5,-0.5,-2,-2,-1,0,-0.5,1.5,754000,-0.5,165330,-0.5,0.5,794794,866325,707367,64452623,104,236,1
12411,2,1.5,-0.5,-2,-2,-1,0,1,1.5,830000,1,696000,-0.5,0.5,808085,905055,727277,24774574,74,236,1
12412,2,0.5,-0.5,-2,-2,-1,0,0.5,1.5,380000,0.5,89391,-0.5,0.5,495721,679138,376748,24774441,68,236,0
12413,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,785000,-0.5,351820,-0.5,0.5,745998,820598,656478,24753045,101,236,1
12414,2,2,-0.5,-2,-2,-1,0,1,1.5,1600000,1,1000000,-0.5,0.5,1263739,1377476,1137365,24813268,65,236,0
12415,2,-0.5,-1.5,-2,-2,-1,0,0,1.5,643000,0,400000,2,0.5,531636,590116,473156,24758544,89,236,1
12416,2,2,-0.5,-2,-2,-1,0,0,1.5,775000,0,680000,-0.5,0.5,863128,975335,768184,82848159,102,236,1
12417,2,-0.5,-0.5,-2,-2,-1,0,0,1.5,135100,0,180000,-0.5,0.5,263340,300208,229106,24793529,90,236,0
12418,2,0.5,-0.5,-2,-2,-1,0,0.5,1.5,450000,0.5,75261,-0.5,0.5,511371,552281,475575,24807931,50,236,1
12419,2,-0.5,-0.5,-2,-2,-1,0,0,1.5,185000,0,150000,-0.5,0.5,173395,197670,149120,24792345,68,236,1
12420,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,250000,-0.5,113220,-0.5,0.5,264270,293340,240486,24780437,104,236,1
12421,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,130500,-0.5,175000,-0.5,0.5,255415,291173,222211,24793021,90,236,0
12422,2,0.5,-0.5,-2,-2,-1,0,-0.5,1.5,359000,-0.5,230000,-0.5,0.5,351422,383050,319794,24785621,94,236,1
12423,2,1.5,-0.5,-2,-2,-1,0,0.5,1.5,355000,0.5,340680,-0.5,0.5,364502,422822,317117,24779560,14,236,1
12424,2,-0.5,-0.5,-2,-2,-1,0,0,1.5,400000,0,320000,-0.5,0.5,364190,393325,335055,24794126,75,236,1
12425,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,375000,-0.5,214887,-0.5,0.5,350382,385420,280306,24775696,98,236,1
12426,2,-0.5,-1.5,-2,-2,-1,0,0,1.5,115000,0,85000,-0.5,0.5,165733,183964,142530,24798325,104,236,1
12427,2,1.5,-0.5,-2,-2,-1,0,0,1.5,466000,0,484500,-0.5,0.5,503086,558425,442716,108248580,5,236,0
12428,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,435000,-0.5,178751,-0.5,0.5,450713,495784,423670,24743993,87,236,1
12429,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,170000,-0.5,85000,-0.5,0.5,159220,178326,138521,24791443,90,237,1
12430,2,1,-0.5,-2,-2,-1,0,-0.5,1.5,650000,-0.5,312500,-0.5,0.5,600754,648814,552694,24754961,108,237,1
12431,2,0.5,-0.5,-2,-2,-1,0,0,1.5,222500,0,115122,-0.5,0.5,218096,255172,187563,24798072,93,237,1
12432,2,0.5,-1.5,-2,-2,-1,0,0.5,1.5,337000,0.5,250000,1.5,0.5,357636,393400,329025,24762046,75,237,0
12433,2,-0.5,-0.5,-2,-2,-1,0,0.5,1.5,215000,0.5,110000,-0.5,0.5,208339,233340,185422,24804770,76,237,1
12434,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,459000,-0.5,159837,-0.5,0.5,443989,488388,399590,24770556,89,237,0
12435,2,0,-0.5,-2,-2,-1,0,0.5,1.5,500000,0.5,62518,-0.5,0.5,374133,415288,344202,24782720,73,237,1
12436,2,0,-0.5,-2,-2,-1,0,-0.5,1.5,360000,-0.5,172482,-0.5,0.5,279304,312820,248581,24782513,88,236,1
12437,2,1,-0.5,-2,-2,-1,0,-0.5,1.5,735000,-0.5,55765,-0.5,0.5,667964,728081,607847,111394194,7,237,1
12438,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,360000,-0.5,47386,-0.5,0.5,375321,409100,352802,24787704,88,237,1
12439,2,0.5,-0.5,-2,-2,-1,0,0,1.5,820000,0,675000,-0.5,0.5,733061,813698,659755,24816232,38,2450,1
12440,2,1.5,-0.5,-2,-2,-1,0,-0.5,1.5,684500,-0.5,34486,-0.5,0.5,0,0,0,111409404,1,237,0
12441,2,-0.5,-1.5,-2,-2,-1,0,0.5,1.5,127000,0.5,240000,-0.5,0.5,112337,138175,84253,24786354,89,238,0
12442,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,700000,-0.5,565000,-0.5,0.5,684631,739401,623014,24752856,98,238,0
12443,2,1.5,-0.5,-2,-2,-1,0,1,1.5,750000,1,780000,-0.5,0.5,843613,927974,784560,24818474,64,238,1
12444,2,2,-0.5,-2,-2,-1,0,0.5,1.5,840000,0.5,531387,-0.5,0.5,946624,1069685,833029,24773094,25,238,1
12445,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,220000,-0.5,124738,-0.5,0.5,192745,206237,175398,24790057,91,202,0
12446,2,0.5,-0.5,-2,-2,-1,0,0.5,1.5,305000,0.5,140000,-0.5,0.5,274089,304239,252162,24801009,65,238,1
12447,2,1,-0.5,-2,-2,-1,0,-0.5,1.5,398000,-0.5,375000,1,0.5,564820,626950,491393,82847060,8,1868,1
12448,2,-0.5,-1.5,-2,-2,-1,0,0,1.5,148500,0,93530,-0.5,0.5,253677,289192,220699,24803491,90,239,1
12449,2,0.5,-0.5,-2,-2,-1,0,1,1.5,510000,1,248304,-0.5,0.5,530816,583898,498967,24784577,26,239,1
12450,2,0.5,-0.5,-2,-2,-1,0,0.5,1.5,850000,0.5,150463,-0.5,0.5,919025,1010927,817932,24747462,90,239,1
12451,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,93000,-0.5,82581,-0.5,0.5,183338,205339,165004,24791960,88,239,1
12452,2,-0.5,-0.5,-2,-2,-1,0,0.5,1.5,515000,0.5,300000,-0.5,0.5,502612,532769,447325,24757172,98,239,1
12453,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,340000,-0.5,97488,-0.5,0.5,432212,466789,397635,24783137,90,239,1
12454,2,0.5,-0.5,-2,-2,-1,0,0.5,1.5,235000,0.5,134000,2,0.5,356941,442607,264136,24797422,106,239,1
12455,2,2,-0.5,-2,-2,-1,0,0.5,1.5,962500,0.5,825000,-0.5,0.5,936436,1039444,870885,24815071,21,2665,0
12456,2,1.5,-0.5,-2,-2,-1,0,1,1.5,710000,1,405618,-0.5,0.5,630885,763371,555179,24794612,80,239,1
12457,2,0.5,-0.5,-2,-2,-1,0,0.5,1.5,732000,0.5,486762,-0.5,0.5,859469,919632,790711,24818235,56,239,1
12458,2,1,-0.5,-2,-2,-1,0,1,1.5,1200000,1,1142570,-0.5,0.5,952131,1152079,799790,24753817,90,239,1
12459,2,-0.5,-1.5,-2,-2,-1,0,-0.5,1.5,250000,-0.5,130717,2,0.5,233416,282433,179730,24740597,25,239,0
12460,2,0.5,-0.5,-2,-2,-1,0,-2,1.5,360000,-2,265000,1,0.5,467080,513788,415701,61173607,12,239,1
12461,2,1.5,-0.5,-2,-2,-1,0,-0.5,1.5,207000,-0.5,157234,2,0.5,643948,708343,585993,24741317,107,239,1
12462,2,2,-0.5,-2,-2,-1,0,0.5,1.5,870000,0.5,800000,-0.5,0.5,874274,961701,821818,24771725,59,239,1
12463,2,0.5,-0.5,-2,-2,-1,0,0.5,1.5,545000,0.5,282674,-0.5,0.5,563476,636728,507128,24772762,26,239,1
12464,2,0.5,-0.5,-2,-2,-1,0,0,1.5,800000,0,652740,-0.5,0.5,629121,698324,553626,24744624,95,240,1
12465,2,0.5,-0.5,-2,-2,-1,0,0.5,1.5,156000,0.5,158725,-0.5,0.5,234900,267786,206712,24790806,88,240,0
12466,2,-0.5,-0.5,-2,-2,-1,0,0,1.5,435000,0,79382,-0.5,0.5,400621,444689,360559,24782811,90,240,1
12467,2,0.5,-0.5,-2,-2,-1,0,0.5,1.5,600000,0.5,331500,-0.5,0.5,544610,588179,484703,24800094,73,240,1
12468,2,0,-0.5,-2,-2,-1,0,0.5,1.5,505000,0.5,570413,-0.5,0.5,520427,567265,489201,24776413,77,240,1
12469,2,-0.5,-1.5,-2,-2,-1,0,-0.5,1.5,770000,-0.5,48382,-0.5,0.5,852117,937329,775426,24753373,103,243,0
12470,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,440000,-0.5,255000,-0.5,0.5,456316,506511,406121,24752283,86,243,1
12471,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,420000,-0.5,167871,-0.5,0.5,394413,429910,327363,24799187,75,243,1
12472,2,0.5,-0.5,-2,-2,-1,0,-0.5,1.5,500000,-0.5,274000,-0.5,0.5,398689,430584,362807,24782943,91,243,1
12473,2,-0.5,-0.5,-2,-2,-1,0,-2,1.5,100000,-2,50194,-0.5,0.5,185543,215230,157712,24766413,106,243,0
12474,2,0.5,-0.5,-2,-2,-1,0,0,1.5,266000,0,96000,-0.5,0.5,240447,271705,206784,24790531,101,243,1
12475,2,0.5,-0.5,-2,-2,-1,0,0.5,1.5,460000,0.5,145000,-0.5,0.5,402743,443017,358441,24777191,104,243,0
12476,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,960000,-0.5,497703,-0.5,0.5,922443,1023912,830199,24752989,101,243,1
12477,2,0.5,-0.5,-2,-2,-1,0,1,1.5,576000,1,144578,-0.5,0.5,539831,615407,480450,24817187,74,244,1
12478,2,-0.5,-0.5,-2,-2,-1,0,0,1.5,540000,0,707450,-0.5,0.5,734589,800702,668476,24765625,88,413,1
12479,2,1.5,-0.5,-2,-2,-1,0,-2,1.5,926000,-2,825000,-0.5,0.5,699128,797006,601250,24817720,45,244,0
12480,2,0.5,-0.5,-2,-2,-1,0,-0.5,1.5,280000,-0.5,110281,-0.5,0.5,267006,293707,234965,24782075,103,244,1
12481,2,1.5,-0.5,-2,-2,-1,0,0.5,1.5,750000,0.5,652320,-0.5,0.5,761540,814848,715848,24816391,53,244,1
12482,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,93000,-0.5,100000,-0.5,0.5,155496,174156,133727,24796414,69,244,1
12483,2,-0.5,-0.5,-2,-2,-1,0,0.5,1.5,310000,0.5,183600,-0.5,0.5,284983,319181,247935,24768560,69,244,0
12484,2,1,-0.5,-2,-2,-1,0,0,1.5,1275000,0,888000,-0.5,0.5,957752,1053527,852399,64965898,98,245,1
12485,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,400000,-0.5,262000,-0.5,0.5,364095,404145,316763,24752171,89,245,1
12486,2,0.5,-0.5,-2,-2,-1,0,0.5,1.5,725000,0.5,273773,-0.5,0.5,750906,818488,690834,24750781,54,245,1
12487,2,-0.5,-0.5,-2,-2,-1,0,0,1.5,570000,0,66500,-0.5,0.5,524931,587923,477687,24771763,66,245,1
12488,2,0.5,-0.5,-2,-2,-1,0,0,1.5,405000,0,235000,-0.5,0.5,392062,450871,352856,24760123,96,246,1
12489,2,2,-0.5,-2,-2,-1,0,1,1.5,1530000,1,985581,-0.5,0.5,1465334,1685134,1245534,24813437,86,245,1
12490,2,0.5,-1.5,-2,-2,-1,0,-0.5,1.5,150000,-0.5,122479,-0.5,0.5,163060,187519,143493,24779352,90,246,0
12491,2,0.5,-0.5,-2,-2,-1,0,-1.5,1.5,667000,-1.5,280000,-0.5,0.5,612582,698343,539072,24748700,103,246,1
12492,2,0.5,-0.5,-2,-2,-1,0,-0.5,1.5,617000,-0.5,295000,-0.5,0.5,509018,544649,458116,24769283,90,246,1
12493,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,620000,-0.5,536687,-0.5,0.5,610555,665505,555605,24774042,88,246,1
12494,2,-0.5,-0.5,-2,-2,-1,0,0,1.5,206000,0,156860,-0.5,0.5,204804,217092,182276,24802837,72,246,1
12495,2,0.5,-0.5,-2,-2,-1,0,-0.5,1.5,920000,-0.5,679000,-0.5,0.5,854356,905617,768920,24765280,92,246,1
12496,2,1.5,-0.5,-2,-2,-1,0,0,1.5,700000,0,535000,-0.5,0.5,879439,984972,791495,24750589,97,2049,1
12497,2,0.5,-0.5,-2,-2,-1,0,-0.5,1.5,465000,-0.5,76800,-0.5,0.5,479602,537154,431642,24751713,106,246,1
12498,2,0.5,-0.5,-2,-2,-1,0,0,1.5,324000,0,214200,-0.5,0.5,280968,314684,241632,24806169,83,246,1
12499,2,0.5,-0.5,-2,-2,-1,0,-0.5,1.5,252000,-0.5,285000,2,0.5,338719,372591,301460,24780042,102,246,1
12500,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,800000,-0.5,310551,-0.5,0.5,693981,770319,617643,24756387,99,246,1
12501,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,655000,-0.5,55948,-0.5,0.5,676245,743869,628908,24745732,91,246,1
12502,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,125000,-0.5,12742,-0.5,0.5,292516,342244,225237,24741346,115,247,0
12503,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,375000,-0.5,306308,-0.5,0.5,468000,542880,393120,82838472,92,247,1
12504,2,2,-0.5,-2,-2,-1,0,1,1.5,2020000,1,2060400,-0.5,0.5,2488785,2837215,2115467,24774465,80,712,1
12505,2,1.5,-0.5,-2,-2,-1,0,2,1.5,1350000,2,1200000,-0.5,0.5,1195812,1315393,1016440,24786796,54,247,1
12506,2,0,-0.5,-2,-2,-1,0,0.5,1.5,270000,0.5,137150,-0.5,0.5,294541,329886,259196,24781510,102,250,1
12507,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,200000,-0.5,150000,-0.5,0.5,191733,216658,168725,24798690,92,250,1
12508,2,0,-0.5,-2,-2,-1,0,-0.5,1.5,255000,-0.5,137700,-0.5,0.5,240227,264250,208997,24778618,93,250,1
12509,2,1.5,-0.5,-2,-2,-1,0,2,1.5,1400000,2,852034,-0.5,0.5,1289011,1469473,1134330,24786807,60,250,1
12510,2,-0.5,-0.5,-2,-2,-1,0,0.5,1.5,238500,0.5,203561,2,0.5,258594,276696,237906,24781297,94,250,1
12511,2,0.5,-0.5,-2,-2,-1,0,0.5,1.5,310000,0.5,190000,2,0.5,356123,388174,327633,24777353,63,250,1
12512,2,0,-0.5,-2,-2,-1,0,0.5,1.5,685000,0.5,600000,-0.5,0.5,656681,722349,591013,24814825,63,250,1
12513,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,400000,-0.5,229900,-0.5,0.5,370445,400081,329696,24783776,91,250,1
12514,2,-0.5,-0.5,-2,-2,-1,0,0.5,1.5,120000,0.5,102000,-0.5,0.5,263739,284838,232090,24807339,73,250,1
12515,2,-0.5,-0.5,-2,-2,-1,0,0,1.5,240000,0,43205,-0.5,0.5,215827,258992,192086,24806855,67,250,1
12516,2,0.5,-0.5,-2,-2,-1,0,1,1.5,775000,1,466793,-0.5,0.5,743259,802720,676366,24914344,47,250,1
12517,2,-0.5,-1.5,-2,-2,-1,0,-0.5,1.5,170000,-0.5,52533,-0.5,0.5,343764,374703,309388,24783901,96,250,0
12518,2,-0.5,-0.5,-2,-2,-1,0,0,1.5,484000,0,332945,-0.5,0.5,446715,491386,419912,24752082,102,250,0
12519,2,-0.5,-0.5,-2,-2,-1,0,-1.5,1.5,570000,-1.5,421000,-0.5,0.5,458998,550798,302939,24752622,90,250,0
12520,2,0.5,-0.5,-2,-2,-1,0,0,1.5,598000,0,26480,-0.5,0.5,539515,582676,474773,24752038,114,250,0
12521,2,0.5,-0.5,-2,-2,-1,0,1,1.5,465000,1,72153,-0.5,0.5,449509,494460,391073,24794440,76,250,1
12522,2,-0.5,-1.5,-2,-2,-1,0,-0.5,1.5,527000,-0.5,450000,2,0.5,574346,631781,511168,24763670,61,250,1
12523,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,94500,-0.5,295348,-0.5,0.5,415839,453265,365938,24772582,91,251,1
12524,2,0.5,-0.5,-2,-2,-1,0,0.5,1.5,1330000,0.5,407835,-0.5,0.5,1319779,1425361,1187801,24810680,102,251,1
12525,2,1.5,-0.5,-2,-2,-1,0,1,1.5,752000,1,711102,-0.5,0.5,604801,671329,520129,24819179,18,251,0
12526,2,0.5,-0.5,-2,-2,-1,0,-0.5,1.5,180000,-0.5,117300,1.5,0.5,276717,312690,246278,24796316,60,251,1
12527,2,-0.5,-0.5,-2,-2,-1,0,0,1.5,265000,0,150000,-0.5,0.5,233109,263413,198143,24768854,96,251,1
12528,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,365000,-0.5,221933,-0.5,0.5,318183,362729,273637,24776822,104,252,1
12529,2,2,-0.5,-2,-2,-1,0,-0.5,1.5,223000,-0.5,13937,-0.5,0.5,288751,332064,236776,24780304,114,252,1
12530,2,0.5,-0.5,-2,-2,-1,0,-2,1.5,463000,-2,215095,-0.5,0.5,490601,529849,451353,24785178,30,252,1
12531,2,1.5,-0.5,-2,-2,-1,0,-0.5,1.5,428000,-0.5,360000,-0.5,0.5,381181,415487,354498,97363661,4,252,1
12532,2,0.5,-0.5,-2,-2,-1,0,0.5,1.5,580000,0.5,93773,-0.5,0.5,812061,885146,714614,24818006,21,252,0
12533,2,-0.5,-0.5,-2,-2,-1,0,0,1.5,170000,0,115304,-0.5,0.5,178187,194224,163932,24797548,104,252,1
12534,2,0.5,-0.5,-2,-2,-1,0,0.5,1.5,701000,0.5,337257,-0.5,0.5,664937,738080,591794,24816843,76,252,1
12535,2,0,-0.5,-2,-2,-1,0,-2,1.5,340000,-2,380000,2,0.5,321066,391701,240799,68025651,9,252,0
12536,2,-0.5,-0.5,-2,-2,-1,0,0,1.5,600000,0,345000,-0.5,0.5,487216,511577,438494,24749933,94,252,0
12537,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,385000,-0.5,384700,-0.5,0.5,323619,343036,297729,24783395,96,253,0
12538,2,-0.5,-0.5,-2,-2,-1,0,0.5,1.5,287000,0.5,225000,-0.5,0.5,289344,306705,266196,24794817,72,253,1
12539,2,0.5,-0.5,-2,-2,-1,0,0.5,1.5,295000,0.5,150000,-0.5,0.5,258597,281871,227565,24780445,94,253,1
12540,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,487000,-0.5,274000,-0.5,0.5,454984,500482,418585,24757132,102,253,0
12541,2,-0.5,-0.5,-2,-2,-1,0,0,1.5,425000,0,350000,-0.5,0.5,441693,472612,406358,24782412,98,253,1
12542,2,-0.5,-0.5,-2,-2,-1,0,0,1.5,565000,0,46192,-0.5,0.5,411326,497704,349627,24759309,100,253,1
12543,2,0.5,-0.5,-2,-2,-1,0,-0.5,1.5,390000,-0.5,245000,-0.5,0.5,383294,421623,341132,24740096,98,253,1
12544,2,-0.5,-0.5,-2,-2,-1,0,0.5,1.5,315000,0.5,240000,-0.5,0.5,226162,260086,185453,24777491,104,253,1
12545,2,0.5,-0.5,-2,-2,-1,0,0.5,1.5,260000,0.5,173400,-0.5,0.5,248448,278262,223603,24803748,70,253,1
12546,2,1.5,-0.5,-2,-2,-1,0,0,1.5,715000,0,372462,-0.5,0.5,685991,747730,624252,24755571,106,253,1
12547,2,1.5,-0.5,-2,-2,-1,0,0.5,1.5,860000,0.5,700000,-0.5,0.5,967497,1083597,851397,24814200,60,253,1
12548,2,1,-0.5,-2,-2,-1,0,0.5,1.5,559000,0.5,445497,2,0.5,551460,634179,512858,24764478,101,253,0
12549,2,-0.5,-1.5,-2,-2,-1,0,-0.5,1.5,710000,-0.5,399029,2,0.5,646419,723989,542992,24751538,102,253,1
12550,2,-0.5,-0.5,-2,-2,-1,0,0,1.5,427000,0,312120,-0.5,0.5,374333,426740,325670,24770756,91,253,0
12551,2,0.5,-0.5,-2,-2,-1,0,0,1.5,152000,0,158140,-0.5,0.5,332279,362184,305697,24788204,70,1365,1
12552,2,1,-0.5,-2,-2,-1,0,-2,1.5,495000,-2,420000,1,0.5,677092,758343,595841,68026192,9,254,1
12553,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,225000,-0.5,233396,-0.5,0.5,263396,342415,213351,24776333,73,254,0
12554,2,1.5,-0.5,-2,-2,-1,0,0.5,1.5,615000,0.5,469787,-0.5,0.5,784108,838996,729220,24815110,57,254,1
12555,2,1.5,-0.5,-2,-2,-1,0,0,1.5,804000,0,66500,-0.5,0.5,606203,703195,527397,24765084,89,254,0
12556,2,1.5,-0.5,-2,-2,-1,0,1,1.5,659000,1,679252,-0.5,0.5,879613,976370,765263,24813688,35,1720,1
12557,2,0.5,-0.5,-2,-2,-1,0,-0.5,1.5,420000,-0.5,212500,-0.5,0.5,414332,455765,377042,24738467,71,257,1
12558,2,-0.5,-0.5,-2,-2,-1,0,0.5,1.5,700000,0.5,500000,-0.5,0.5,670977,744784,590460,24752271,111,257,1
12559,2,1.5,-0.5,-2,-2,-1,0,-0.5,1.5,414500,-0.5,320000,-0.5,0.5,388127,430821,357077,97879689,4,257,1
12560,2,0.5,-0.5,-2,-2,-1,0,0.5,1.5,389000,0.5,356397,-0.5,0.5,380274,414499,353655,24794116,73,257,1
12561,2,1,-0.5,-2,-2,-1,0,-0.5,1.5,485000,-0.5,390150,0.5,0.5,498533,548386,448680,82831781,7,257,1
12562,2,-0.5,-0.5,-2,-2,-1,0,0.5,1.5,182000,0.5,142800,-0.5,0.5,175826,198683,160002,24797215,104,257,1
12563,2,1,-0.5,-2,-2,-1,0,0,1.5,1050000,0,83424,-0.5,0.5,911771,1039419,802358,24747178,89,257,1
12564,2,0,-0.5,-2,-2,-1,0,-0.5,1.5,400000,-0.5,255000,-0.5,0.5,353147,381399,321364,24777061,7,257,0
12565,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,375000,-0.5,52346,-0.5,0.5,450889,495978,401291,24754198,109,257,1
12566,2,1.5,-0.5,-2,-2,-1,0,0,1.5,299000,0,304980,2,0.5,386882,425570,344325,24761768,88,1014,1
12567,2,-0.5,-0.5,-2,-2,-1,0,0.5,1.5,560000,0.5,226357,-0.5,0.5,509046,580312,468322,24773281,94,257,1
12568,2,0.5,-0.5,-2,-2,-1,0,0.5,1.5,280000,0.5,102000,2,0.5,662517,788395,549889,24782054,114,257,1
12569,2,2,-0.5,-2,-2,-1,0,0.5,1.5,699000,0.5,673000,-0.5,0.5,914044,996308,840920,24813956,77,257,0
12570,2,0.5,-0.5,-2,-2,-1,0,0.5,1.5,710000,0.5,454065,-0.5,0.5,632979,689947,576011,24815833,54,257,0
12571,2,0.5,-0.5,-2,-2,-1,0,-0.5,1.5,776000,-0.5,467756,-0.5,0.5,573329,624929,521729,24764509,95,257,1
12572,2,0.5,-0.5,-2,-2,-1,0,-0.5,1.5,325000,-0.5,225000,-0.5,0.5,322124,344673,293133,24779339,108,257,1
12573,2,-0.5,-0.5,-2,-2,-1,0,0.5,1.5,30000,0.5,31257,-0.5,0.5,221374,247939,190382,24800591,68,257,1
12574,2,0.5,-0.5,-2,-2,-1,0,-0.5,1.5,715000,-0.5,501425,-0.5,0.5,713180,784498,613335,89024938,112,258,1
